title,title href,logoImage src,comp-name,comp-name href,rating href,main-2,review,expwdth,ni-job-tuple-icon,locWdth,job-desc,dot-gt,dot-gt 2,dot-gt 3,dot-gt 4,dot-gt 5,dot-gt 6,dot-gt 7,dot-gt 8,job-post-day
Technical Product Specialist,https://www.naukri.com/job-listings-technical-product-specialist-morningstar-thane-maharashtra-navi-mumbai-maharashtra-mumbai-all-areas-3-to-5-years-230124008461,https://www.naukri.com/hotjobs/images/v3/morningstar.gif,Morningstar,https://www.naukri.com/morningstar-jobs-careers-54819,https://www.ambitionbox.com/reviews/morningstar-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.9,848  Reviews,3-5 Yrs,Not disclosed,"Hybrid - Thane, Maharashtra, Navi Mumbai, Maharashtra, Mumbai (All Areas)",Bachelors degree / similar qualification in computing science or information systems or...,Citrix,SQL,Java,Customer Support,Technical Support,.Net,AWS,Commu,8 Days Ago
Group Product Manager,https://www.naukri.com/job-listings-group-product-manager-abbott-healthcare-pvt-ltd-mumbai-3-to-8-years-190124502088,https://img.naukimg.com/logo_images/groups/v1/434716.gif,Abbott,https://www.naukri.com/abbott-jobs-careers-38108,https://www.ambitionbox.com/reviews/abbott-healthcare-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.1,2756  Reviews,3-8 Yrs,Not disclosed,Mumbai,Implement a marketing and sales strategy for one or more of the organizations more...,Product management,Sales strategy,Sales,Product service,Pharma,Market research,Advertising,Monitoring,11 Days Ago
"Product Manager, Digital Partnerships",https://www.naukri.com/job-listings-product-manager-digital-partnerships-visa-inc-mumbai-5-to-7-years-180124501405,https://img.naukimg.com/logo_images/groups/v1/4637611.gif,Visa Inc,https://www.naukri.com/visa-consolidated-support-services-jobs-careers-1863840,https://www.ambitionbox.com/reviews/visa-consolidated-support-services-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.6,15  Reviews,5-7 Yrs,Not disclosed,Mumbai,"Ability to identify new fintech growth segments, opportunity sizing and build a pipelin...",Product management,Usage,Networking,Project management,Consulting,Relationship,Manager Technology,Management,12 Days Ago
job test-airtel digital,https://www.naukri.com/job-listings-test-airtel-digital-bharti-airtel-mumbai-5-to-10-years-170124008146,https://img.naukimg.com/logo_images/groups/v1/126896.gif,Airtel,https://www.naukri.com/airtel-jobs-careers-19733,https://www.ambitionbox.com/reviews/bharti-airtel-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,12118  Reviews,5-10 Yrs,Not disclosed,Mumbai,. Bachelors degree in Engineering / MBA/MCA with relevant experience . High level under...,digital,product strategy,execution,analytical,verbal communication,presentation skills,wimax,sales,14 Days Ago
Lead Digital Product Owner-B2C,https://www.naukri.com/job-listings-lead-digital-product-owner-b2c-tvs-motor-company-hubli-mangaluru-mangalore-mysore-mysuru-bangalore-bengaluru-belagavi-belgaum-6-to-10-years-290124500578,https://img.naukimg.com/logo_images/groups/v1/691574.gif,TVS Motor,https://www.naukri.com/tvs-motor-jobs-careers-407761,https://www.ambitionbox.com/reviews/tvs-motor-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,3658  Reviews,6-10 Yrs,Not disclosed,"Hubli, Mangaluru/Mangalore, Mysore/Mysuru, Bangalore/Bengaluru, Belagavi/Belgaum",". Additional Responsibilities: . 7+ years of overall experience, bachelors degree in en...",User research,Usage,Monitoring tools,Testing tools,Agile,Software product development,Scrum,JIRA,2 Days Ago
Junior Product Planner,https://www.naukri.com/job-listings-junior-product-planner-tvs-motor-company-hubli-mangaluru-mangalore-mysore-mysuru-bangalore-bengaluru-belagavi-belgaum-3-to-7-years-290124500386,https://img.naukimg.com/logo_images/groups/v1/691574.gif,TVS Motor,https://www.naukri.com/tvs-motor-jobs-careers-407761,https://www.ambitionbox.com/reviews/tvs-motor-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,3658  Reviews,3-7 Yrs,Not disclosed,"Hubli, Mangaluru/Mangalore, Mysore/Mysuru, Bangalore/Bengaluru, Belagavi/Belgaum",Translatecustomer needs into winning product specifications. Timely delivery andreadi...,NPD,Product life cycle management,Product planning,Product strategy,Testing,Planning,Product management,Life cycle,2 Days Ago
Product Owner AEM,https://www.naukri.com/job-listings-product-owner-aem-conneqt-digital-bangalore-bengaluru-2-to-5-years-190124501771,,Conneqt Digital,https://www.naukri.com/conneqt-digital-jobs-careers-124030464,https://www.ambitionbox.com/reviews/qconneqt-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.7,7642  Reviews,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,Experience in Adobe Experience Manager content management system is must. Take the lead...,Head Business Development,PDF,Agile scrum,Agile development,Content management system,Adobe,Product strategy,Scrum,12 Days Ago
Product Manager,https://www.naukri.com/job-listings-product-manager-siemens-limited-bangalore-bengaluru-4-to-8-years-150124501073,https://img.naukimg.com/logo_images/groups/v1/40604.gif,Siemens,https://www.naukri.com/siemens-jobs-careers-73816,https://www.ambitionbox.com/reviews/siemens-india-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.2,4154  Reviews,4-8 Yrs,Not disclosed,Bangalore/Bengaluru,. Bachelorsor Masters degree in Electrical Engineering or a related field . Familiarity...,Product management,Electrical engineering,Automation,Usage,Analytical,Consulting,Siemens,digital transformation,15 Days Ago
Product Support Analyst I,https://www.naukri.com/job-listings-product-support-analyst-i-sabre-travel-technologies-pvt-ltd-bangalore-bengaluru-2-to-4-years-120124905919,https://www.naukri.com/hotjobs/images/v3/sabrefeb18.gif,Sabre,https://www.naukri.com/sabre-jobs-careers-745421,https://www.ambitionbox.com/reviews/sabre-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.9,235  Reviews,2-4 Yrs,Not disclosed,Bangalore/Bengaluru,"Job Requirements . High School diploma, University student or graduateStrong time manag...",Product analysis,salesforce crm,technical support,product support,galileo,sabre,amadeus,XML,19 Days Ago
Staff Data Engineer - Product Manager,https://www.naukri.com/job-listings-staff-data-engineer-product-manager-visa-inc-bangalore-bengaluru-8-to-13-years-120124500951,https://img.naukimg.com/logo_images/groups/v1/4637611.gif,Visa Inc,https://www.naukri.com/visa-consolidated-support-services-jobs-careers-1863840,https://www.ambitionbox.com/reviews/visa-consolidated-support-services-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.6,15  Reviews,8-13 Yrs,Not disclosed,Bangalore/Bengaluru,. 8+ years successful post college product or business experienceMasters / MBA degree i...,Data analysis,Backend,Risk assessment,Agile,Market research,Data quality,Agile methodology,Financial services,18 Days Ago
DevOps Security Product Owner,https://www.naukri.com/job-listings-devops-security-product-owner-dell-international-services-india-private-limited-bangalore-bengaluru-10-to-14-years-110124910117,https://www.naukri.com/hotjobs/images/v3/dell_nov13.gif,Dell Technologies,https://www.naukri.com/dell-technologies-jobs-careers-27614,https://www.ambitionbox.com/reviews/dell-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.2,3217  Reviews,10-14 Yrs,Not disclosed,Bangalore/Bengaluru,The Dell Security & Resiliency organization manages security risk across all aspects of...,DevOps,Product Management,Linux,Terraform,Docker,Ansible,CI/CD,Python,19 Days Ago
Product Manager - Shopping App,https://www.naukri.com/job-listings-product-manager-shopping-app-puma-sports-india-private-limited-bangalore-bengaluru-5-to-10-years-110124500302,https://img.naukimg.com/logo_images/groups/v1/240812.gif,Puma,https://www.naukri.com/puma-jobs-careers-159792,https://www.ambitionbox.com/reviews/puma-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.3,555  Reviews,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,Manager Product - Shopping App will be responsible for establishing and championing a...,Manager Technology,Strategic planning,E-commerce,Business strategy,Management,Merchandising,Forecasting,Product marketing,20 Days Ago
Product Architect,https://www.naukri.com/job-listings-product-architect-tata-elxsi-ltd-bangalore-bengaluru-12-to-18-years-100124500435,https://img.naukimg.com/logo_images/groups/v1/197174.gif,Tata Elxsi,https://www.naukri.com/tata-elxsi-jobs-careers-1533,https://www.ambitionbox.com/reviews/tata-elxsi-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,1582  Reviews,12-18 Yrs,Not disclosed,Bangalore/Bengaluru,Bachelors or masters degree in computer science or information technology with relevant...,System architecture,Automation,Software design,Front end,Architecture,Application security,Information technology,Product Architect,20 Days Ago
Associate Product Manager,https://www.naukri.com/job-listings-associate-product-manager-narayana-health-nh-bengaluru-karnataka-4-to-6-years-090124007438,https://www.naukri.com/hotjobs/images/v3/nh1.gif,Narayana Health (NH),https://www.naukri.com/narayana-health-nh-jobs-careers-832893,https://www.ambitionbox.com/reviews/narayana-health-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.2,1362  Reviews,4-6 Yrs,Not disclosed,"Hybrid - Bengaluru, Karnataka",Medha Analytics :Medha Analytics works to simplify healthcare by unleashing the potenti...,Power Bi,Data Visualization,Tableau,SQL,Bi,Data,Product management,Management,22 Days Ago
"Product Development Specialist, Foods Category",https://www.naukri.com/job-listings-product-development-specialist-foods-category-hindustan-unilever-ltd-bangalore-bengaluru-1-to-3-years-080124500691,https://img.naukri.com/logo_images/v3/1393974.gif,Hindustan Unilever Ltd,https://www.naukri.com/hindustan-unilever-jobs-careers-425393,https://www.ambitionbox.com/reviews/hindustan-unilever-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.2,4890  Reviews,1-3 Yrs,Not disclosed,Bangalore/Bengaluru,"The responsibility of the position is to work on savoury product innovations, reno...",Supply chain,Data analysis,Microbiology,Nutrition,Food technology,Project management,Value engineering,Contract manufacturing,22 Days Ago
Product Manager,https://www.naukri.com/job-listings-product-manager-ibm-india-pvt-limited-bangalore-bengaluru-2-to-6-years-060124904525,https://www.naukri.com/hotjobs/images/v3/ibmsep14.gif,IBM,https://www.naukri.com/ibm-jobs-careers-16987,https://www.ambitionbox.com/reviews/ibm-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.1,19553  Reviews,2-6 Yrs,Not disclosed,Bangalore/Bengaluru,Support technical sales in pre-sales customer engagements to help advance deals where d...,Product Management,data security,Product planning,Market research,SaaS,Product strategy,Management,Data,25 Days Ago
Product Lead,https://www.naukri.com/job-listings-product-lead-tech-mahindra-ltd-bangalore-bengaluru-3-to-8-years-050124908579,https://www.naukri.com/hotjobs/images/v3/TechM_Feb23.gif,Tech Mahindra,https://www.naukri.com/tech-mahindra-jobs-careers-1066,https://www.ambitionbox.com/reviews/tech-mahindra-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.7,27288  Reviews,3-8 Yrs,Not disclosed,Bangalore/Bengaluru,"Carry out the requirement analysis, estimation, preparation of release plan, design, de...",Product Management,Configuration management,Design development,Product planning,Management,Planning,Development,Design,26 Days Ago
Product Manager 2,https://www.naukri.com/job-listings-product-manager-2-zynga-inc-bangalore-bengaluru-2-to-7-years-050124500115,https://img.naukimg.com/logo_images/groups/v1/4664001.gif,Zynga,https://www.naukri.com/zynga-jobs-careers-682413,https://www.ambitionbox.com/reviews/zynga-game-network-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.1,26  Reviews,2-7 Yrs,Not disclosed,Bangalore/Bengaluru,"Run prioritization and trade-offs among customer experience, technical constraints and ...",Product management,Data analysis,Analytical,Project management,Consulting,Social networking,Customer experience,Product strategy,26 Days Ago
Lead Product Manager,https://www.naukri.com/job-listings-lead-product-manager-wells-fargo-international-solutions-private-ltd-bangalore-bengaluru-10-to-14-years-040124908313,https://img.naukri.com/logo_images/v3/135571.gif,Wells Fargo,https://www.naukri.com/wells-fargo-jobs-careers-135571,https://www.ambitionbox.com/reviews/wells-fargo-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,5089  Reviews,10-14 Yrs,Not disclosed,Bangalore/Bengaluru,"Experience in Agile frameworks like Kanban, Scrum and workflow and collaboration tools ...",product management,Azure,Project management,Big Data,Data Science,Datalake,Datarobot,GCP,27 Days Ago
Product Management Analyst,https://www.naukri.com/job-listings-product-management-analyst-pearson-india-education-services-pvt-ltd-noida-3-to-8-years-310124501408,https://img.naukimg.com/logo_images/groups/v1/4618611.gif,Pearson,https://www.naukri.com/pearson-jobs-careers-104678,https://www.ambitionbox.com/reviews/pearson-education-india-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.1,372  Reviews,3-8 Yrs,Not disclosed,Noida,The Content Manager works with the Product Manager and the project team to create Pro...,Product management,Corporate marketing,ERP,Equity,Scheduling,HR,Marketing communication,Content development,Just Now
Product Consultant,https://www.naukri.com/job-listings-product-consultant-morningstar-india-p-ltd-new-delhi-3-to-7-years-310124500737,https://img.naukimg.com/logo_images/groups/v1/42452.gif,Morningstar,https://www.naukri.com/morningstar-jobs-careers-54819,https://www.ambitionbox.com/reviews/morningstar-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.9,848  Reviews,3-7 Yrs,Not disclosed,New Delhi,The Morningstar AdviserLogic team is looking for an execution-focused Product Consu...,Ticketing,Usage,Helpdesk,Bfsi,Analytical,Financial planning,Agile,Customer support,Just Now
Business Analyst,https://www.naukri.com/job-listings-business-analyst-security-and-intelligence-services-sis-new-delhi-delhi-5-to-8-years-300124008512,https://img.naukimg.com/logo_images/groups/v1/4625349.gif,Security and Intelligence Services (SIS),https://www.naukri.com/security-and-intelligence-services-sis-jobs-careers-1113,https://www.ambitionbox.com/reviews/security-and-intelligence-services-india-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.2,1167  Reviews,5-8 Yrs,Not disclosed,"New Delhi, Delhi",?Responsible to coordinate work with Prosegur IT team to solve second level issues (bo...,Technology Implementation,cost completion,Systems integration,Requirement Gathering,Requirements,Business analysis,Cost,System integration,1 Day Ago
PLM Product Owner,https://www.naukri.com/job-listings-plm-product-owner-caterpillar-india-private-ltd-chennai-5-to-8-years-290124501001,https://img.naukimg.com/logo_images/groups/v1/4585477.gif,Caterpillar Inc,https://www.naukri.com/caterpillar-jobs-careers-1534,https://www.ambitionbox.com/reviews/caterpillar-inc-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.3,1014  Reviews,5-8 Yrs,Not disclosed,Chennai,". Business Analysis: Knowledge of business analysis and the set of tasks, techniques an...",PLM,Business analysis,Problem management,Agile,Business solutions,Operations,User acceptance testing,Monitoring,1 Day Ago
Product Support Analyst I,https://www.naukri.com/job-listings-product-support-analyst-i-sabre-travel-technologies-pvt-ltd-bangalore-bengaluru-1-to-6-years-150124900922,https://www.naukri.com/hotjobs/images/v3/sabrefeb18.gif,Sabre,https://www.naukri.com/sabre-jobs-careers-745421,https://www.ambitionbox.com/reviews/sabre-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.9,235  Reviews,1-6 Yrs,Not disclosed,Bangalore/Bengaluru,"Job Requirements . High School diploma, University student or graduateStrong time manag...",Customer Support,Product Support,Voice Support,Salesforce CRM tool,XML,API,ITIL,SQL,16 Days Ago
Ecosystem Product Success Manager,https://www.naukri.com/job-listings-ecosystem-product-success-manager-ibm-india-pvt-limited-bangalore-bengaluru-4-to-9-years-051223908244,https://img.naukimg.com/logo_images/groups/v1/19288.gif,IBM,https://www.naukri.com/ibm-jobs-careers-16987,https://www.ambitionbox.com/reviews/ibm-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.1,19553  Reviews,4-9 Yrs,Not disclosed,Bangalore/Bengaluru,Required Technical and Professional Expertise . 2+ years of experience supporting softw...,Data management,Relationship building,Agile,Business intelligence,Software solutions,Product training,Technical sales,Management,18 Days Ago
Stibo Product Master Data Management-Application Lead,https://www.naukri.com/job-listings-stibo-product-master-data-management-application-lead-accenture-solutions-pvt-ltd-hyderabad-secunderabad-5-to-10-years-270124903894,https://www.naukri.com/hotjobs/images/v3/Accen_nov20.gif,Accenture,https://www.naukri.com/accenture-jobs-careers-7682,https://www.ambitionbox.com/reviews/accenture-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,45798  Reviews,5-10 Yrs,Not disclosed,Hyderabad/Secunderabad,Must have skills :Stibo Product Master Data Management Good to have skills :NA Minimum ...,Application support,Compliance,Master data management,Debugging,Application Lead,Subject matter expertise,Downstream,Testing,3 Days Ago
Technical Product Manager,https://www.naukri.com/job-listings-technical-product-manager-paypal-holdings-inc-hyderabad-secunderabad-6-to-10-years-030523500359,https://img.naukimg.com/logo_images/groups/v1/156574.gif,Paypal,https://www.naukri.com/paypal-jobs-careers-218520,https://www.ambitionbox.com/reviews/paypal-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.9,721  Reviews,6-10 Yrs,Not disclosed,Hyderabad/Secunderabad,"Bachelor s or Master s degree in Computer Science, Business or related field from an ac...",Computer science,Analytical,Machine learning,Manager Technology,Fraud management,Risk management,Fraud detection,Analytics,Just Now
Product Manager,https://www.naukri.com/job-listings-product-manager-elitefit-ai-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-4-to-9-years-150124501168,,Elitefit.ai,https://www.naukri.com/elitefit-ai-jobs-careers-123795429,,,,4-9 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Product Manager    Position   Product Manager     About EliteFit.AI     EliteFit.AI is...,Training,Cap,Equity,Manager Technology,Management,Technology,Product management,Technology management,15 Days Ago
Sr. Product Owner,https://www.naukri.com/job-listings-sr-product-owner-boomi-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-5-to-8-years-120124500821,,Boomi Software,https://www.naukri.com/boomi-jobs-careers-6938335,https://www.ambitionbox.com/reviews/boomi-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.4,14  Reviews,5-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Essential Requirements . - 5 to 8 years of related experience  Proven experience workin...,Product management,Market analysis,Automation,Product service,boomi,Manager Technology,Management,Business case,18 Days Ago
Senior Product Manager,https://www.naukri.com/job-listings-senior-product-manager-goguardian-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-5-to-8-years-110124500334,,Goguardian,https://www.naukri.com/goguardian-jobs-careers-6452456,https://www.ambitionbox.com/reviews/goguardian-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.2,4  Reviews,5-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","Qualifications . - 5-8 experience as a product manager is highly preferred, from a fast...",Automation,Head Business Development,Quantitative research,Intern,Meditation,Process excellence,Monitoring,Teaching,20 Days Ago
Associate Product Manager 2,https://www.naukri.com/job-listings-associate-product-manager-2-aurigo-software-technologies-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-4-to-9-years-110124500287,https://img.naukimg.com/logo_images/groups/v1/4581785.gif,Aurigo Software Technologies,https://www.naukri.com/aurigo-technologies-jobs-careers-214184,https://www.ambitionbox.com/reviews/aurigo-software-technologies-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.9,403  Reviews,4-9 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Minimum of 4+ years of experience working as Product Manager / Business or Functional A...,Product management,Product launch,Industry research,Project management,Agile,Healthcare,Presales,Product design,20 Days Ago
Product Support - Lead Engineer,https://www.naukri.com/job-listings-product-support-lead-engineer-jonas-software-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-8-to-10-years-090124500868,,Jonas Software,https://www.naukri.com/jonas-jobs-careers-123481935,,,,8-10 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Product Support is a function with our professional services organisation is the fac...,Linux,Process improvement,MySQL,Radiology,Customer service,Windows,Troubleshooting,Oracle,21 Days Ago
Technical Product Owner,https://www.naukri.com/job-listings-technical-product-owner-windmill-smart-solutions-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-8-to-13-years-030124501297,https://img.naukri.com/logo_images/v3/4603014.gif,Windmill,https://www.naukri.com/windmill-jobs-careers-4603014,https://www.ambitionbox.com/reviews/windmill-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,2.7,5  Reviews,8-13 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",We re seeking a passionate and technically savvy product owner to join our team and l...,Computer science,Interpersonal skills,PDF,Business Analyst,Competitive analysis,Agile,Healthcare,Market research,27 Days Ago
Product Manager,https://www.naukri.com/job-listings-product-manager-hnm-solutions-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-5-to-8-years-120124501566,,HNM Solutions,https://www.naukri.com/hnm-solutions-jobs-careers-6461678,https://www.ambitionbox.com/reviews/hnm-solutions-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,5,2  Reviews,5-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","Monitoring Tools, Kibana and SQL. Added Advantage . PMP Certification  . Scrum Master C...",Product management,PMP,SAP,Manager Program Management,Consulting,Agile,Commerce,Scrum,18 Days Ago
Product Owner,https://www.naukri.com/job-listings-product-owner-availity-india-private-limited-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-1-to-3-years-040124501804,https://img.naukimg.com/logo_images/groups/v1/4710949.gif,Availity Fore Support Service,https://www.naukri.com/availity-fore-support-service-jobs-careers-4907798,https://www.ambitionbox.com/reviews/availity-fore-support-service-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.9,34  Reviews,1-3 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","designing business processes, process mapping, working on process improvement initiativ...",Business reporting,Process improvement,Agile,Manager Technology,Healthcare,System design,Customer service,Test cases,26 Days Ago
Product Manager,https://www.naukri.com/job-listings-product-manager-microsoft-india-r-and-d-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-4-to-8-years-040124501073,https://img.naukimg.com/logo_images/groups/v1/614576.gif,Microsoft,https://www.naukri.com/microsoft-jobs-careers-2265,https://www.ambitionbox.com/reviews/microsoft-corporation-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.2,1372  Reviews,4-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Bachelor s Degree AND 2+ years experience in product / service/project / program manage...,Change management,Social media,Application programming,Hardware design,System design,Customer support,Signalling,microsoft,26 Days Ago
Product Management IC4,https://www.naukri.com/job-listings-product-management-ic4-microsoft-india-r-and-d-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-5-to-7-years-020124501264,https://img.naukimg.com/logo_images/groups/v1/614576.gif,Microsoft,https://www.naukri.com/microsoft-jobs-careers-2265,https://www.ambitionbox.com/reviews/microsoft-corporation-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.2,1372  Reviews,5-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Experience engaging with customers and managing expectationsExperience evaluating and t...,Product management,Networking,data security,Analytical,Machine learning,data governance,Data quality,microsoft,28 Days Ago
Product Manager,https://www.naukri.com/job-listings-product-manager-thermax-pune-maharashtra-7-to-12-years-170124004207,https://img.naukimg.com/logo_images/groups/v1/2500.gif,THERMAX,https://www.naukri.com/thermax-jobs-careers-1261,https://www.ambitionbox.com/reviews/thermax-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.2,2844  Reviews,7-12 Yrs,7-17 Lacs PA,"Pune, Maharashtra","Preferred candidate profile . Technical selling skills, analytical skills and presentat...",Product Development,boiler,heating,Costing,Product Positioning,Competition Mapping,Management,Positioning,14 Days Ago
Product Manager,https://www.naukri.com/job-listings-product-manager-nice-interactive-pune-8-to-12-years-170124005543,https://img.naukimg.com/logo_images/groups/v1/4656921.gif,NICE,https://www.naukri.com/nice-jobs-careers-89022,https://www.ambitionbox.com/reviews/nice-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.8,374  Reviews,8-12 Yrs,Not disclosed,Hybrid - Pune,"NICE Ltd. (NASDAQ: NICE) software products are used by 25, 000+ global businesses, in...",enterprise software,ux,verbal communication,interpersonal skills,product roadmap,roadmap,matrix,analytics,14 Days Ago
Product Support Engineer,https://www.naukri.com/job-listings-product-support-engineer-webengage-mumbai-gurgaon-gurugram-bangalore-bengaluru-1-to-3-years-090124500478,https://img.naukimg.com/logo_images/groups/v1/1873090.gif,Webengage,https://www.naukri.com/webengage-jobs-careers-2441612,https://www.ambitionbox.com/reviews/webengage-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.4,33  Reviews,1-3 Yrs,Not disclosed,"Mumbai, Gurgaon/Gurugram, Bangalore/Bengaluru",Provide enterprise grade support to our clients over email and phone   Address core t...,CSS,Customer satisfaction,Javascript,HTML,Data analytics,Research,Troubleshooting,Product support,21 Days Ago
Associate Manager - Banking Solutions,https://www.naukri.com/job-listings-associate-manager-banking-solutions-razorpay-mumbai-suburban-maharashtra-bangalore-rural-karnataka-1-to-5-years-100124011777,https://img.naukimg.com/logo_images/groups/v1/4622851.gif,Razorpay,https://www.naukri.com/razorpay-jobs-careers-2156260,https://www.ambitionbox.com/reviews/razorpay-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.9,377  Reviews,1-5 Yrs,10-20 Lacs PA,"Mumbai Suburban, Maharashtra, Bangalore Rural, Karnataka",Candidate must have Cross Border transactions experience,Project Manager,Product Manager,Project Management,Business Analyst,Program And Project Management,Business analysis,Product management,Program,20 Days Ago
Senior Product Support Engineer,https://www.naukri.com/job-listings-senior-product-support-engineer-webengage-mumbai-bangalore-bengaluru-2-to-4-years-090124500479,https://img.naukimg.com/logo_images/groups/v1/1873090.gif,Webengage,https://www.naukri.com/webengage-jobs-careers-2441612,https://www.ambitionbox.com/reviews/webengage-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.4,33  Reviews,2-4 Yrs,Not disclosed,"Mumbai, Bangalore/Bengaluru",Provide enterprise grade support to our clients over email and phone   Address core ...,Telecom,Customer satisfaction,Banking,Javascript,E-commerce,HTML,Data analytics,Technical support,21 Days Ago
